Seed,Prop. class 1,Sel. bias,Method,Test set,pr,AUPRC,p.50,p.100,Bias effect
23,0.5,0.5,Self_Learning,future,0.8258513931888545,0.7831651101507708,0.98,0.96,1.6971651696845167
6,0.05,0.95,Semi-supervised,future,0.5130434782608696,0.30065943930446654,0.56,0.52,1.0878479261727207
42,0.5,0.5,Label_spreading,future,1.0,0.8208066124804391,1.0,1.0,2.1457336976113646
39,0.5,0.0,sample,,,,,,0.23043019725264283
43,0.05,0.5,Label_spreading,future,0.19807344972907887,0.3249529100898919,0.7,0.59,1.581795123390702
43,0.5,0.5,traditional,future,0.7574750830564784,0.7448927581542832,0.98,0.96,1.854639583145084
7,0.5,0.5,Label_spreading,future,0.9372509960159362,0.820762309955687,1.0,0.97,2.1783526636052652
41,0.05,0.0,Semi-supervised,future,0.23529411764705882,0.22224133110806313,0.3,0.33,1.1365123388430964
39,0.5,0.5,sample,,,,,,1.6569367565700324
6,0.05,0.95,Self_Learning,future,0.07082071253425645,0.2413002036553326,0.48,0.4,1.1123542123049492
27,0.05,0.0,sample,,,,,,0.8494203321200786
26,0.5,0.5,Label_Propagation,future,0.0,0.8153495342454042,0.98,0.98,2.1033370444163024
14,0.5,0.95,Label_Propagation,future,0.5,0.7559216767352231,1.0,0.96,2.3404456974501002
43,0.05,0.95,sample,,,,,,0.05002766796783991
14,0.05,0.5,Label_spreading,future,0.10776583034647551,0.3190400153749909,0.62,0.56,1.004225594772469
15,0.5,0.5,Label_spreading,future,0.8942617666021921,0.8011821694275054,0.94,0.96,1.7178842886091876
18,0.5,0.0,Veenman,future,0.7091339048182087,0.7145477412005072,0.98,0.96,1.8527933027588654
26,0.5,0.95,traditional,future,0.6576230492196878,0.6835849574400742,0.86,0.87,1.7583959513276914
14,0.5,0.5,traditional,future,0.8269771176234444,0.7844468715493363,0.98,0.99,1.9525854116055748
24,0.05,0.95,Label_Propagation,future,0.05,0.40859333923464664,0.7,0.67,1.215542573621715
16,0.05,0.0,Semi-supervised,future,0.3,0.19403846443754028,0.34,0.32,1.6013967600771242
0,0.5,0.5,Semi-supervised,future,0.8206388206388207,0.6358332635098878,0.8,0.84,2.1929401906156043
14,0.05,0.95,sample,,,,,,0.042052341812370664
21,0.5,0.95,sample,,,,,,1.4664878576983686
43,0.5,0.95,Label_Propagation,future,0.5,0.748494503867051,0.98,0.99,2.1687326518270664
25,0.05,0.95,Label_Propagation,future,0.05,0.30701271083077464,0.64,0.53,1.593378846503709
17,0.05,0.0,Semi-supervised,future,0.4262295081967213,0.30484491796977603,0.68,0.54,1.1728350658850846
1,0.5,0.5,Semi-supervised,future,0.8238341968911918,0.608183699098282,0.86,0.85,2.110640656925772
15,0.05,0.95,sample,,,,,,0.0479522576900742
20,0.5,0.95,sample,,,,,,1.4595695448205057
42,0.5,0.95,Label_Propagation,future,0.5,0.698582995866097,0.9,0.91,2.3729856487171275
15,0.05,0.5,Label_spreading,future,0.09533765419192976,0.25668159934601115,0.46,0.52,1.0067625048675706
10,0.05,0.5,Veenman,future,0.8181818181818182,0.33847227674785363,0.66,0.61,0.9587116775382986
14,0.5,0.5,Label_spreading,future,1.0,0.8628078397965177,1.0,1.0,2.1869626303080656
19,0.5,0.0,Veenman,future,0.841358024691358,0.7501755708357228,0.98,0.91,1.7495017188510207
27,0.5,0.95,traditional,future,0.6467411545623836,0.7147893430830301,0.92,0.92,1.7043063540431749
15,0.5,0.5,traditional,future,0.7818791946308725,0.7542898952935515,0.98,0.97,1.6751803095414999
40,0.05,0.0,Semi-supervised,future,0.43902439024390244,0.20208023220488278,0.44,0.39,1.3511617431258085
38,0.5,0.5,sample,,,,,,1.6610333135266535
7,0.05,0.95,Self_Learning,future,0.06722462203023757,0.27834373768840803,0.44,0.46,1.1320486391571067
26,0.05,0.0,sample,,,,,,1.004068774842894
27,0.5,0.5,Label_Propagation,future,0.0,0.8403443018577701,1.0,1.0,1.9726721503431797
15,0.5,0.95,Label_Propagation,future,0.5,0.760922994354694,0.98,0.97,2.2794398653065606
42,0.05,0.95,sample,,,,,,0.04265236845002368
29,0.05,0.0,Veenman,future,0.29338842975206614,0.19426735501466824,0.5,0.38,1.3665067907198971
22,0.05,0.95,traditional,future,0.06728285986135653,0.3171816278923129,0.62,0.55,0.8915423459688303
32,0.05,0.95,Veenman,future,0.6631578947368421,0.41374161506451895,0.72,0.66,0.9085576180795313
22,0.5,0.5,Self_Learning,future,0.7953839325343985,0.7463104933246861,0.98,0.98,1.9849133968882198
7,0.05,0.95,Semi-supervised,future,0.64,0.36736179703688004,0.64,0.6,0.9092980714970832
43,0.5,0.5,Label_spreading,future,0.8835855646100116,0.7942367279576097,1.0,0.98,1.6328239964743638
38,0.5,0.0,sample,,,,,,0.28106971813169035
42,0.05,0.5,Label_spreading,future,0.05286016949152542,0.2917868516312563,0.72,0.56,1.6034851671265804
42,0.5,0.5,traditional,future,0.7680861980502822,0.701112921659427,0.98,0.97,1.9877252567306836
6,0.5,0.5,Label_spreading,future,0.9808917197452229,0.8278448411948115,1.0,1.0,2.154054297494616
10,0.05,0.0,Label_spreading,future,0.0,0.3668462442815721,0.72,0.62,1.5419414693501177
30,0.05,0.0,sample,,,,,,0.6447401016142276
16,0.5,0.95,Self_Learning,future,0.6447883647212381,0.699112557481341,0.86,0.85,1.666609979915977
42,0.5,0.5,Semi-supervised,future,0.8115942028985508,0.6342565161299463,0.9,0.91,2.1507232188736243
4,0.05,0.95,Label_Propagation,future,0.0499,0.3849183736781267,0.68,0.64,1.259845418211364
4,0.5,0.5,Self_Learning,future,0.7605740181268882,0.7231489704353825,0.96,0.93,1.5626725419183236
31,0.5,0.5,Label_Propagation,future,0.0,0.8168626945693336,0.98,0.99,2.0923851803455915
12,0.05,0.0,Self_Learning,future,0.31343283582089554,0.18278264978842979,0.34,0.31,1.5504323264149733
16,0.5,0.95,Semi-supervised,future,0.7662337662337663,0.6166125068787691,0.88,0.87,1.9412300018917696
17,0.5,0.5,Veenman,future,0.8421052631578947,0.6536471552794452,0.84,0.87,2.17330974144605
34,0.5,0.5,Self_Learning,future,0.7434312210200927,0.7436437563349113,0.98,0.96,1.9482140228705411
24,0.05,0.95,Veenman,future,0.4606741573033708,0.31604266648406604,0.46,0.52,0.9155785706324963
34,0.05,0.95,traditional,future,0.06733735747820255,0.3080682110657524,0.5,0.44,0.7544830882428486
41,0.5,0.95,Self_Learning,future,0.695675105485232,0.7083973087707175,1.0,0.97,1.8387727271926129
33,0.05,0.95,Label_Propagation,future,0.0505,0.49208935848044144,0.82,0.79,1.158746557371596
38,0.05,0.0,Label_Propagation,future,0.0,0.4310631153824175,0.78,0.67,1.265435466160368
15,0.5,0.5,Semi-supervised,future,0.8313609467455622,0.6478803965957436,0.92,0.82,2.2423384181564208
36,0.5,0.95,sample,,,,,,1.5493605512945923
40,0.5,0.5,Veenman,future,0.8035714285714286,0.6424214109489637,0.88,0.87,2.1897416829673264
41,0.5,0.95,Semi-supervised,future,0.7675438596491229,0.6783773040530698,0.86,0.85,2.1270000198887287
31,0.5,0.95,traditional,future,0.5848070739549839,0.7065479198848637,0.9,0.91,1.8592571481840732
8,0.05,0.5,Veenman,future,0.5,0.2703062958983711,0.56,0.49,0.9677051065185722
20,0.5,0.0,Self_Learning,future,0.742631797426318,0.8146954627602089,1.0,0.99,1.79517153940683
5,0.5,0.5,Veenman,future,0.8683385579937304,0.6359949086676282,0.88,0.89,2.15965932248456
31,0.05,0.5,Semi-supervised,future,0.46846846846846846,0.2762286067690307,0.54,0.47,1.0006806884772566
33,0.05,0.95,Self_Learning,future,0.08772864500088794,0.35777260614796585,0.64,0.55,0.8688193703160257
30,0.5,0.0,Label_Propagation,future,0.7986111111111112,0.7336150137986356,0.84,0.8,0.926609432746145
13,0.05,0.0,Veenman,future,0.0,0.11115944019846159,0.14,0.15,1.0791736175416133
5,0.5,0.0,Label_spreading,future,0.6156368883641611,0.8145342443236713,1.0,1.0,2.1047904179843866
41,0.05,0.5,traditional,future,0.11469036378783672,0.2490410998938886,0.56,0.43,1.2385218087159822
43,0.05,0.0,Label_Propagation,future,0.0,0.3670034800880317,0.76,0.58,1.2784821082559634
6,0.5,0.0,Label_Propagation,future,0.8339260312944523,0.7987765341617887,0.96,0.94,1.9169359301031264
31,0.05,0.5,Self_Learning,future,0.11839323467230443,0.2932858188812422,0.64,0.55,0.9449947766483396
18,0.05,0.95,traditional,future,0.059972963008479784,0.3084836756973312,0.52,0.48,0.8658098970523206
18,0.5,0.5,Self_Learning,future,0.7281012658227848,0.7605229551862988,1.0,0.98,1.6323828274255012
24,0.05,0.5,Label_Propagation,future,0.05000500050005,0.2965845770598258,0.6,0.55,1.335937573006963
44,0.05,0.0,Veenman,future,0.5833333333333334,0.17302874994424478,0.46,0.4,1.2333360344542024
24,0.5,0.95,Label_spreading,future,0.5001,0.7600111305633149,0.98,0.94,2.2619500988995727
39,0.5,0.5,Semi-supervised,future,0.8194130925507901,0.6317402160876215,0.96,0.9,2.109255308496792
26,0.5,0.0,Label_spreading,future,0.668898043254377,0.7659559908047779,0.92,0.93,1.5185197629778528
31,0.05,0.95,Label_spreading,future,0.05,0.41563821117724253,0.7,0.7,1.1853901457736062
21,0.5,0.95,Veenman,future,0.8025568181818182,0.6598290596362077,0.96,0.97,1.988435184982587
14,0.05,0.0,Label_Propagation,future,0.0,0.37157332768717505,0.68,0.61,1.3521834115702793
2,0.05,0.5,Label_Propagation,future,0.05184103473453635,0.3214081238013526,0.68,0.56,1.184392422248759
16,0.05,0.5,traditional,future,0.12507817385866166,0.2259439185359598,0.38,0.39,0.9405766461655375
2,0.5,0.5,Label_Propagation,future,0.0,0.8079498694780325,1.0,0.95,2.1695877732665885
23,0.5,0.0,Veenman,future,1.0,0.661150474645632,0.86,0.89,1.0484318624314977
7,0.05,0.0,Label_Propagation,future,0.0,0.3107892202164466,0.62,0.61,1.5490275652275938
7,0.05,0.5,Self_Learning,future,0.4132231404958678,0.2758953747855508,0.52,0.42,1.0215298290735613
20,0.05,0.0,traditional,future,0.5714285714285714,0.2618951835514207,0.56,0.5,1.2128635031695898
27,0.05,0.95,Label_spreading,future,0.0501,0.4246373485687486,0.74,0.69,1.201799079134556
30,0.5,0.0,Label_spreading,future,0.7975797579757976,0.8025107517670734,0.98,0.95,1.7634382135195237
32,0.5,0.95,Label_spreading,future,0.5,0.7759079320441945,0.98,0.98,2.2653352288513373
39,0.05,0.95,sample,,,,,,0.049684308792618516
40,0.5,0.0,Semi-supervised,future,0.9,0.7421744721753807,0.92,0.89,1.5161827810918402
43,0.5,0.5,sample,,,,,,1.5702160915577124
1,0.05,0.0,Self_Learning,future,0.8333333333333334,0.3046924600982975,0.58,0.58,1.1829685694084668
39,0.5,0.5,traditional,future,0.8623145400593472,0.7649485974469356,0.96,0.95,2.209832159875065
35,0.5,0.0,Veenman,future,0.7142857142857143,0.6259986362745573,0.8,0.85,0.716448560770849
36,0.05,0.0,traditional,future,0.34415584415584416,0.22593512242318603,0.46,0.38,1.425281419553854
38,0.5,0.5,Label_spreading,future,1.0,0.8656148738890153,1.0,1.0,2.1079120274202388
43,0.5,0.0,sample,,,,,,0.2587956022525396
39,0.05,0.5,Label_spreading,future,0.15146512587701197,0.3067124004761503,0.7,0.57,1.6676022104592922
26,0.5,0.0,Label_Propagation,future,0.5097999183340138,0.7953673049199901,0.98,0.96,1.946433846202293
2,0.05,0.0,Veenman,future,0.3784722222222222,0.24162824485860446,0.54,0.48,1.1307628728826395
25,0.05,0.95,Self_Learning,future,0.07040624548214544,0.23493028794887905,0.48,0.44,1.2897149261451868
2,0.5,0.95,Self_Learning,future,0.6589759158065169,0.6985616858544963,0.94,0.87,1.6682777238293052
27,0.05,0.5,Semi-supervised,future,0.6120689655172413,0.33018870735544553,0.68,0.62,0.9357654628500763
4,0.5,0.0,Self_Learning,future,0.7150916784203103,0.7825470580847393,0.96,0.95,1.7330061906655476
39,0.5,0.95,Label_Propagation,future,0.5002,0.7450596452511661,1.0,0.94,2.349247099176936
36,0.5,0.0,Self_Learning,future,0.6133266866068461,0.6818222818510297,0.86,0.86,1.088788205999645
14,0.5,0.5,sample,,,,,,1.6022261248131004
17,0.5,0.0,Semi-supervised,future,0.7727603787327021,0.6835843475733285,0.84,0.84,1.2653462010737353
7,0.05,0.0,Label_spreading,future,0.0,0.20665480648826906,0.34,0.37,1.1427177424515185
27,0.05,0.5,Self_Learning,future,0.22586206896551725,0.26558460974776643,0.56,0.48,1.1241178302030386
7,0.5,0.95,Label_Propagation,future,0.5,0.7139760769042229,1.0,0.92,2.3502657320964166
14,0.5,0.0,sample,,,,,,0.3099116315401556
32,0.05,0.5,Label_Propagation,future,0.3210702341137124,0.40428520820744396,0.76,0.69,1.1307882905521842
16,0.05,0.0,traditional,future,0.33962264150943394,0.2099148918275896,0.34,0.37,1.4461171878390164
18,0.5,0.5,Label_spreading,future,1.0,0.8604165072869517,1.0,0.99,2.103620680079866
0,0.5,0.5,traditional,future,0.7533611497450162,0.6912902842925366,0.98,0.94,1.8339900957398254
0,0.05,0.0,Semi-supervised,future,1.0,0.12813546681596694,0.24,0.2,0.9708873188323072
3,0.5,0.95,Semi-supervised,future,0.7702991452991453,0.6469443957424186,0.86,0.85,1.9231310916791822
27,0.05,0.5,sample,,,,,,0.5009722879640548
19,0.05,0.5,Label_spreading,future,0.07037196610656327,0.34142186892455867,0.64,0.65,1.4746039514752618
19,0.5,0.5,traditional,future,0.7663875252671094,0.7696965755973397,1.0,0.99,1.64443911013662
15,0.5,0.0,Veenman,future,0.8305362259516987,0.7858327791000912,1.0,0.98,1.8028307768515268
27,0.05,0.95,Semi-supervised,future,0.6417910447761194,0.37665633498507295,0.6,0.64,0.9003281796925242
20,0.05,0.5,traditional,future,0.1476655808903366,0.2611394379162777,0.4,0.44,0.805437918648047
3,0.05,0.0,sample,,,,,,0.812791339106887
29,0.05,0.95,Label_Propagation,future,0.05,0.42808888987478366,0.7,0.66,1.209718476020055
22,0.05,0.0,Label_Propagation,future,0.0,0.3717758555390944,0.72,0.69,1.3547500339168748
41,0.5,0.0,Self_Learning,future,0.7328610127109815,0.8055781912831563,1.0,0.99,1.6530397131130097
17,0.5,0.95,Veenman,future,0.8083228247162674,0.6749415674260498,1.0,0.96,1.8962737784356531
10,0.5,0.0,Label_spreading,future,0.7579462102689487,0.8244030215325979,0.94,0.96,1.5948976395096648
12,0.5,0.95,Label_spreading,future,0.5,0.7609973402751139,0.98,0.96,2.353621447910198
19,0.05,0.95,sample,,,,,,0.03458666064015661
27,0.5,0.0,traditional,future,0.7098680323025409,0.7817324295194495,0.98,0.99,1.8018519182947774
34,0.5,0.0,sample,,,,,,0.23797344891564395
12,0.05,0.5,Label_Propagation,future,0.050528670191134606,0.36472251458093297,0.74,0.66,1.2046033297388399
6,0.05,0.5,traditional,future,0.1276459268762027,0.23599227215281549,0.48,0.42,1.130150207304567
41,0.05,0.0,traditional,future,0.3630952380952381,0.19535132987501272,0.5,0.38,1.1096246158276082
7,0.05,0.5,Label_spreading,future,0.11192707014434033,0.26727276735570255,0.58,0.53,1.2782809394497463
42,0.5,0.0,Veenman,future,0.9302325581395349,0.7273442363048604,0.9,0.94,1.2467651823211632
2,0.5,0.0,sample,,,,,,0.27833455623656794
34,0.5,0.5,sample,,,,,,1.5781352502853923
25,0.05,0.0,Veenman,future,0.0,0.11505927425119589,0.2,0.18,1.687750273374709
1,0.5,0.95,Veenman,future,0.7973137973137974,0.6845753798606885,0.92,0.92,2.1139459832163303
40,0.5,0.95,Veenman,future,0.8021108179419525,0.6800914291733415,0.84,0.85,2.042707744206996
19,0.5,0.95,Label_Propagation,future,0.4995,0.7366972818785871,0.98,0.94,2.2965892914934876
16,0.5,0.0,Self_Learning,future,0.7116026711185309,0.7761463258701351,1.0,0.95,1.5843523354040112
38,0.05,0.95,traditional,future,0.07586206896551724,0.32142673712305897,0.64,0.58,1.127577760090478
38,0.5,0.5,Self_Learning,future,0.7897503285151117,0.7742750689224187,0.98,0.98,1.9172866188776194
22,0.5,0.0,sample,,,,,,0.3011886977515641
1,0.5,0.0,Semi-supervised,future,1.0,0.7410476846967635,0.96,0.91,1.1505684782696235
31,0.5,0.0,traditional,future,0.7032059896333269,0.7913088541843287,0.98,0.98,1.6897031263314475
6,0.05,0.5,Semi-supervised,future,0.5294117647058824,0.264245549508177,0.5,0.45,1.1314371211652814
21,0.5,0.0,Semi-supervised,future,0.8653846153846154,0.7234499795710624,0.86,0.88,1.269172299887974
2,0.5,0.0,Veenman,future,0.8943248532289628,0.7407199903116113,0.96,0.94,1.6287844502028643
22,0.5,0.5,sample,,,,,,1.6208629722499748
8,0.5,0.5,Self_Learning,future,0.7103033615742006,0.7261634365825547,1.0,0.96,1.5298326762740742
8,0.05,0.95,Label_Propagation,future,0.0501,0.38045158262908446,0.78,0.68,1.3458319927698372
13,0.05,0.95,Self_Learning,future,0.06605922551252848,0.30824858367750846,0.62,0.58,0.9902124615753017
10,0.5,0.0,Label_Propagation,future,0.6986227866213558,0.7653194734002065,0.78,0.82,0.7769574851473138
33,0.05,0.0,Veenman,future,0.3881578947368421,0.21538235072005402,0.58,0.44,1.2629731706330927
31,0.05,0.5,sample,,,,,,0.4953074524925367
4,0.05,0.5,Veenman,future,0.5230769230769231,0.2836714509472041,0.66,0.52,0.92058306144987
34,0.05,0.0,Label_Propagation,future,0.0,0.300678764293327,0.48,0.51,1.3846784885875103
6,0.05,0.0,traditional,future,0.5,0.23875430871120296,0.48,0.47,1.11013662487354
36,0.05,0.5,traditional,future,0.11892052194543298,0.22734401837311038,0.44,0.38,0.8988637961718113
31,0.05,0.95,Semi-supervised,future,0.5603448275862069,0.3394848402021869,0.64,0.55,0.7840904602058948
3,0.5,0.95,traditional,future,0.703281027104137,0.710456286886126,0.92,0.93,1.6512948673696868
44,0.05,0.95,Self_Learning,future,0.0715979839905129,0.31271432846500025,0.5,0.55,1.0678225474614647
2,0.5,0.95,Label_spreading,future,0.5,0.7939219625784946,1.0,1.0,2.2724168752897334
6,0.05,0.95,Veenman,future,0.589041095890411,0.3173240666510031,0.66,0.5,1.0361349021438644
19,0.5,0.5,Semi-supervised,future,0.8088642659279779,0.644797760897415,0.84,0.85,2.085077364761507
3,0.05,0.95,Label_spreading,future,0.0499,0.48409624335841656,0.84,0.72,1.1409626484655357
26,0.05,0.0,Label_spreading,future,0.0,0.30461748686037643,0.52,0.49,1.5451446881290911
2,0.5,0.95,sample,,,,,,1.488950254118991
36,0.5,0.95,Semi-supervised,future,0.7702523240371846,0.6106724265753978,0.8,0.77,2.070870231699014
14,0.5,0.5,Self_Learning,future,0.7930805056553559,0.7762889884288275,0.98,0.99,1.9205814837679727
14,0.05,0.95,traditional,future,0.07251066333284306,0.3294166570453007,0.62,0.52,0.9694833574960218
41,0.5,0.95,sample,,,,,,1.433316094788171
9,0.5,0.5,Veenman,future,0.8306188925081434,0.6725400002584471,0.96,0.87,2.2222780554198653
23,0.5,0.95,Label_Propagation,future,0.5,0.7626730438712565,0.96,0.94,2.373542699794463
32,0.05,0.0,Self_Learning,future,0.0,0.30236016313162095,0.68,0.56,1.039127951349279
6,0.5,0.5,sample,,,,,,1.6603921866688012
10,0.05,0.0,sample,,,,,,0.9661437075636494
44,0.05,0.95,Label_Propagation,future,0.0497,0.3718128294692174,0.7,0.66,1.182054670197701
9,0.5,0.0,Label_spreading,future,0.7177206851119895,0.8646611223365093,1.0,0.99,2.1306938636719237
36,0.5,0.95,Self_Learning,future,0.6796709753231492,0.6852705323844795,0.78,0.8,1.7333079381160164
3,0.5,0.0,traditional,future,0.7262759924385633,0.8184444946982041,1.0,0.99,1.6058813075150522
23,0.5,0.5,traditional,future,0.7625645843118836,0.8058906107191408,1.0,0.99,1.6346877405845932
43,0.05,0.95,traditional,future,0.057240984544934176,0.3206629302865039,0.66,0.54,1.0535158582426405
43,0.5,0.5,Self_Learning,future,0.747468147664162,0.7307098431309429,1.0,0.97,1.898346589674039
22,0.5,0.5,Label_spreading,future,0.8826318909306461,0.8016405880631291,0.96,0.97,1.551836272479006
26,0.05,0.5,Veenman,future,1.0,0.31855360735326815,0.72,0.52,1.0152074538469156
23,0.05,0.5,Label_spreading,future,0.1343381389252949,0.3357787982161218,0.72,0.64,1.5365574053574726
35,0.5,0.5,Semi-supervised,future,0.8391959798994975,0.6358094418360717,0.96,0.94,2.1013072455282282
16,0.5,0.95,sample,,,,,,1.4236058430723775
23,0.05,0.95,sample,,,,,,0.04769684973196547
21,0.05,0.0,Semi-supervised,future,0.8333333333333334,0.1984205275870693,0.46,0.4,1.3244823201492264
13,0.05,0.95,Label_Propagation,future,0.0499,0.3892693110901181,0.8,0.66,1.3759201614156722
18,0.05,0.0,Label_Propagation,future,0.0,0.3249509922038368,0.62,0.59,1.4775244559908802
39,0.5,0.0,Veenman,future,0.8786677240285488,0.7627224981852243,0.96,0.96,1.6184251669315484
35,0.5,0.5,traditional,future,0.8454790823211876,0.7590506681778,0.94,0.96,1.9445678608443075
0,0.05,0.95,traditional,future,0.07010279840091377,0.18314365420732387,0.42,0.35,1.0289727994933184
35,0.05,0.5,Label_spreading,future,0.13070283600493218,0.25465384170216177,0.44,0.42,1.0752574926250313
30,0.05,0.5,Veenman,future,0.6,0.33636175204025015,0.6,0.58,0.8989347503219094
34,0.5,0.5,Label_spreading,future,1.0,0.8595999743595715,1.0,1.0,2.094746438878433
7,0.05,0.5,sample,,,,,,0.49963620860367863
35,0.05,0.95,sample,,,,,,0.0302341108628034
23,0.5,0.5,Semi-supervised,future,0.8238993710691824,0.6409355461408195,0.82,0.87,2.29544561176801
7,0.05,0.95,sample,,,,,,0.04732085692600523
30,0.05,0.0,Label_spreading,future,0.0,0.43541793805762774,0.7,0.65,1.2088596029396885
12,0.05,0.95,Veenman,future,0.6666666666666666,0.38523021328953044,0.68,0.62,0.9496854289572993
21,0.5,0.5,Veenman,future,0.8156424581005587,0.6266427650481983,0.9,0.9,2.2074740202375733
18,0.5,0.0,sample,,,,,,0.3441683839220818
20,0.5,0.95,Semi-supervised,future,0.7549824150058617,0.6390808651525361,0.88,0.82,1.991025989893586
24,0.05,0.0,Self_Learning,future,0.45454545454545453,0.21393780146875102,0.4,0.42,1.0369098184840218
35,0.5,0.95,Label_Propagation,future,0.5,0.7577875718423379,1.0,0.98,2.239152367427212
8,0.5,0.0,Self_Learning,future,0.6475243047705177,0.6921709901648311,0.9,0.91,1.6444587998921656
29,0.05,0.95,Self_Learning,future,0.06337135614702155,0.30606136629756997,0.52,0.51,0.9805047108729571
18,0.5,0.5,sample,,,,,,1.5222866723890032
20,0.5,0.95,Self_Learning,future,0.6305476469603082,0.6912737109491623,0.86,0.85,1.6582456392141574
